polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Cudal,148.7403241,Calare,no wheelchair access,Cudal Public School,7 Sep 2013 8:00-18:00,FALSE,Toogong St   CUDAL NSW 2864,,NSW,-33.2873619,FALSE,FALSE,,,,,,,,,
Bluff,149.0687823,Flynn,no wheelchair access,Bluff State School,7 Sep 2013 8:00-18:00,FALSE,32 Main St   BLUFF QLD 4702,,QLD,-23.5820853,FALSE,FALSE,,,,,,,,,
Cobram,145.652,Murray,assisted wheelchair access,Cobram Civic Centre,7 Sep 2013 8:00-18:00,FALSE,14-20 Punt Rd COBRAM VIC 3644,,VIC,-35.9186,FALSE,FALSE,,,,,,,,,
Nyora,145.675,McMillan,assisted wheelchair access,Nyora Primary School,7 Sep 2013 8:00-18:00,FALSE,Grundy Ave   NYORA VIC 3987,,VIC,-38.3366,FALSE,FALSE,,,,,,,,,
Narrandera East,146.566,Riverina,assisted wheelchair access,Narrandera High School,7 Sep 2013 8:00-18:00,FALSE,Elizabeth St NARRANDERA NSW 2700,,NSW,-34.7435,FALSE,FALSE,,,,,,,,,
West Park,145.173,Flinders,no wheelchair access,Hastings West Park Primary School,7 Sep 2013 8:00-18:00,FALSE,Stalwart Ave   HASTINGS VIC 3915,,VIC,-38.298,FALSE,FALSE,,,,,,,,,
Wareemba,151.133484,Reid,assisted wheelchair access,All Hallows Catholic Primary School,8/9/13,TRUE,1 Halley St FIVE DOCK NSW 2046,,NSW,-33.861043,FALSE,FALSE,,,,,,,,,
Cradoc,147.034,Franklin,assisted wheelchair access,Cradoc Park,7 Sep 2013 8:00-18:00,FALSE,8427 Channel Hwy CRADOC TAS 7109,,TAS,-43.1064,FALSE,FALSE,,,,,,,,,
Wubin,116.6320359,Durack,assisted wheelchair access,Wubin Town Hall,7 Sep 2013 8:00-18:00,FALSE,Arthur St WUBIN WA 6612,,WA,-30.1068465,FALSE,FALSE,,,,,,,,,
Busselton,115.343468,Forrest,assisted wheelchair access,Churchill Park Pavilion,8/9/13,TRUE,Adelaide St BUSSELTON WA 6280,,WA,-33.649841,FALSE,FALSE,,,,,,,,,
Quandialla,147.791,Hume,no wheelchair access,Quandialla Central School,7 Sep 2013 8:00-18:00,FALSE,Third St   QUANDIALLA NSW 2721,,NSW,-34.0107,FALSE,FALSE,,,,,,,,,
Guildford,144.167,Bendigo,assisted wheelchair access,Guildford Public Hall,7 Sep 2013 8:00-18:00,FALSE,30 Fryers St GUILDFORD VIC 3451,,VIC,-37.1495,FALSE,FALSE,,,,,,,,,
Samson,115.802,Fremantle,assisted wheelchair access,Samson Primary School,8/9/13,TRUE,Lawrence Way   SAMSON WA 6163,,WA,-32.0725,FALSE,TRUE,,,,,,,,,
Berriwillock,142.997,Mallee,no wheelchair access,Berriwillock Public Hall,7 Sep 2013 8:00-18:00,FALSE,9 Bindaboo Ave   BERRIWILLOCK VIC 3531,,VIC,-35.6354,FALSE,FALSE,,,,,,,,,
Ashfield,115.941,Perth,assisted wheelchair access,Ashfield Primary School,8/9/13,FALSE,Margaret St ASHFIELD WA 6054,,WA,-31.9146,FALSE,TRUE,,,,,,,,,
Oberon,149.859,Calare,assisted wheelchair access,Oberon High School,7 Sep 2013 8:00-18:00,FALSE,Ross St   OBERON NSW 2787,Booth Reviews,NSW,-33.7021,TRUE,FALSE,,,,,,,,,
Lawgi,150.6612449,Flynn,assisted wheelchair access,Lawgi Hall,7 Sep 2013 8:00-18:00,FALSE,Burnett Hwy   LAWGI QLD 4715,,QLD,-24.5679562,FALSE,FALSE,,,,,,,,,
Burrawang,150.516,Throsby,no wheelchair access,Burrawang Public School,7 Sep 2013 8:00-18:00,FALSE,cnr Church St & Hoddle St   BURRAWANG NSW 2577,,NSW,-34.5928,FALSE,FALSE,,,,,,,,,
Turner,149.126,Fraser,assisted wheelchair access,Turner School,8/9/13,TRUE,Condamine St   TURNER ACT 2601,,ACT,-35.265,FALSE,TRUE,,,,,,,,,
Subiaco PPVC,115.8218399,Curtin,assisted wheelchair access,502 on Hay,7 Sep 2013 8:00-18:00,FALSE,502 Hay St SUBIACO WA 6008,,WA,-31.9466724,FALSE,FALSE,,,,,,,,,
Leonay,150.651,Lindsay,no wheelchair access,Leonay Public School,7 Sep 2013 8:00-18:00,FALSE,Buring Ave   LEONAY NSW 2750,,NSW,-33.7647,FALSE,FALSE,,,,,,,,,
Lindsay Park,150.8617242,Cunningham,assisted wheelchair access,Lindsay Park Public School,7 Sep 2013 8:00-18:00,FALSE,49 Thames St   WEST WOLLONGONG NSW 2500,,NSW,-34.4298345,FALSE,FALSE,,,,,,,,,
Nelson Bay,152.135,Paterson,no wheelchair access,Baptist Church Hall,7 Sep 2013 8:00-18:00,FALSE,Government Rd   NELSON BAY NSW 2315,,NSW,-32.7216,FALSE,FALSE,,,,,,,,,
Condah,141.748,Wannon,assisted wheelchair access,Condah Public Hall,7 Sep 2013 8:00-18:00,FALSE,5162 Henty Hwy   CONDAH VIC 3303,,VIC,-37.9548,FALSE,FALSE,,,,,,,,,
Shoreham,145.045,Flinders,no wheelchair access,Shoreham Community Hall,7 Sep 2013 8:00-18:00,FALSE,67 Byrnes Rd   SHOREHAM VIC 3916,,VIC,-38.4275,FALSE,FALSE,,,,,,,,,
Tammin,117.486766,Durack,assisted wheelchair access,Tammin Lesser Hall,7 Sep 2013 8:00-18:00,FALSE,Donan Road TAMMIN WA 6409,,WA,-31.641478,FALSE,FALSE,,,,,,,,,
Darling,145.051,Higgins,no wheelchair access,Sacre Coeur Girls School,7 Sep 2013 8:00-18:00,FALSE,172 Burke Rd   GLEN IRIS VIC 3146,,VIC,-37.8617,FALSE,FALSE,,,,,,,,,
Auburn,138.68562,Wakefield,assisted wheelchair access,Auburn RSL Hall,7 Sep 2013 8:00-18:00,FALSE,Main St   AUBURN SA 5451,,SA,-34.02778,FALSE,FALSE,,,,,,,,,
Eden Hill,115.946,Perth,assisted wheelchair access,Eden Hill Primary School,8/9/13,TRUE,Ivanhoe St   EDEN HILL WA 6054,,WA,-31.8933,FALSE,FALSE,,,,,,,,,
Edgeworth,151.622072,Charlton,assisted wheelchair access,Edgeworth Public School,8/9/13,TRUE,Minmi Rd EDGEWORTH NSW 2285,,NSW,-32.923776,FALSE,FALSE,,,,,,,,,
Forest Lake,152.959,Oxley,assisted wheelchair access,Forest Lake State School,7 Sep 2013 8:00-18:00,FALSE,Kauri Pl   FOREST LAKE QLD 4078,,QLD,-27.6136,FALSE,FALSE,,,,,,,,,
Carlton Central,144.973,Melbourne,"Hall, assisted wheelchair access",Carlton North Primary School,8/9/13,TRUE,6 Lee St   CARLTON NORTH VIC 3054,,VIC,-37.7912,FALSE,TRUE,,,,,,,,,
Kinross,115.737,Moore,assisted wheelchair access,Kinross Primary School,8/9/13,TRUE,Kinross Dr KINROSS WA 6028,,WA,-31.7189,FALSE,FALSE,,,,,,,,,
Tahmoor,150.591,Hume,assisted wheelchair access,Tahmoor Public School,7 Sep 2013 8:00-18:00,FALSE,Bronze Wing St TAHMOOR NSW 2573,,NSW,-34.2293,FALSE,FALSE,,,,,,,,,
Berwick PPVC,145.346965,La Trobe,assisted wheelchair access,Berwick Guides Hall,7 Sep 2013 8:00-18:00,FALSE,110 High St BERWICK VIC 3806,,VIC,-38.032304,FALSE,FALSE,,,,,,,,,
Milton,150.4369432,Gilmore,no wheelchair access,Anglican Church Hall,7 Sep 2013 8:00-18:00,FALSE,Church St   MILTON NSW 2538,,NSW,-35.3176112,FALSE,FALSE,,,,,,,,,
Yanac,141.4360997,Mallee,assisted wheelchair access,Yanac Public Hall,7 Sep 2013 8:00-18:00,FALSE,Francis St YANAC VIC 3418,,VIC,-36.136087,FALSE,FALSE,,,,,,,,,
Inverell,151.1149995,New England,full wheelchair access,Flanders House,7 Sep 2013 8:00-18:00,FALSE,Evans St INVERELL NSW 2360,,NSW,-29.7741325,FALSE,FALSE,,,,,,,,,
Chapman,149.042,Canberra,assisted wheelchair access,Chapman Primary School,7 Sep 2013 8:00-18:00,FALSE,Perry Dr   CHAPMAN ACT 2611,,ACT,-35.3564,FALSE,FALSE,,,,,,,,,
Rand,146.5791524,Farrer,no wheelchair access,Rand Public School,7 Sep 2013 8:00-18:00,FALSE,Cowal St   RAND NSW 2642,,NSW,-35.5955168,FALSE,FALSE,,,,,,,,,
Repton,153.029,Cowper,no wheelchair access,Repton Public School,7 Sep 2013 8:00-18:00,FALSE,River St REPTON NSW 2454,,NSW,-30.4461,FALSE,FALSE,,,,,,,,,
Wilson,115.9137939,Swan,no wheelchair access,Wilson Community Hall,7 Sep 2013 8:00-18:00,FALSE,Braibrise Rd   WILSON WA 6107,,WA,-32.0153185,FALSE,FALSE,,,,,,,,,
Moreland,144.966,Wills,assisted wheelchair access,Moreland Primary School,8/9/13,TRUE,Decarle St   COBURG VIC 3058,,VIC,-37.7555,FALSE,FALSE,,,,,,,,,
Booker Bay,151.347,Robertson,assisted wheelchair access,Booker Bay Pre School,7 Sep 2013 8:00-18:00,FALSE,32 Telopea St   BOOKER BAY NSW 2257,,NSW,-33.5155,FALSE,FALSE,,,,,,,,,
Horsham PPVC,142.2,Mallee,assisted wheelchair access,Anglican Church Hall,7 Sep 2013 8:00-18:00,FALSE,10 Andrew St HORSHAM VIC 3400,,VIC,-36.7109,FALSE,FALSE,,,,,,,,,
Georgetown,138.393,Grey,assisted wheelchair access,Georgetown Memorial Hall,7 Sep 2013 8:00-18:00,FALSE,Pitts St   GEORGETOWN SA 5472,,SA,-33.3599,FALSE,FALSE,,,,,,,,,
Maffra,146.9785,Gippsland,full wheelchair access,Maffra Memorial Hall,7 Sep 2013 8:00-18:00,FALSE,11-15 Foster St MAFFRA VIC 3860,,VIC,-37.96764,FALSE,FALSE,,,,,,,,,
Cheltenham,151.074,Berowra,assisted wheelchair access,Cheltenham Girls High School,7 Sep 2013 8:00-18:00,FALSE,The Promenade CHELTENHAM NSW 2119,,NSW,-33.7578,FALSE,FALSE,,,,,,,,,
Albury South,146.919,Farrer,assisted wheelchair access,South Albury Hall,7 Sep 2013 8:00-18:00,FALSE,Ebden St SOUTH ALBURY NSW 2640,,NSW,-36.0899,FALSE,FALSE,,,,,,,,,
Moama,144.7623497,Farrer,assisted wheelchair access,Moama Public School,7 Sep 2013 8:00-18:00,FALSE,Simms St   MOAMA NSW 2731,,NSW,-36.114623,FALSE,FALSE,,,,,,,,,
Mungar,152.591,Wide Bay,assisted wheelchair access,Mungar State School,7 Sep 2013 8:00-18:00,FALSE,1143 Mungar Rd   MUNGAR QLD 4650,,QLD,-25.6039,FALSE,FALSE,,,,,,,,,
Tempe,151.1610947,Grayndler,no wheelchair access,Tempe High School,8/9/13,TRUE,Unwins Bridge Rd TEMPE NSW 2044,,NSW,-33.919948,FALSE,FALSE,,,,,,,,,
Kurnell,151.204,Cook,full wheelchair access,Kurnell Public School,7 Sep 2013 8:00-18:00,FALSE,13-31 Dampier St   KURNELL NSW 2231,,NSW,-34.0108,FALSE,FALSE,,,,,,,,,
Littleton,150.133,Calare,no wheelchair access,La Salle Academy,7 Sep 2013 8:00-18:00,FALSE,96 Rabaul St   LITHGOW NSW 2790,,NSW,-33.4955,FALSE,FALSE,,,,,,,,,
Redwood Park,138.701,Makin,"Gym, assisted wheelchair access",Redwood Park Primary School,7 Sep 2013 8:00-18:00,FALSE,Lokan St   REDWOOD PARK SA 5097,,SA,-34.8154,FALSE,FALSE,,,,,,,,,
St Ruth,151.2677299,Maranoa,assisted wheelchair access,St Ruth Hall,7 Sep 2013 8:00-18:00,FALSE,2008 Cecil Plains Rd ST RUTH QLD 4405,,QLD,-27.3855957,FALSE,FALSE,,,,,,,,,
Kalbar,152.623,Wright,full wheelchair access,Kalbar State School,7 Sep 2013 8:00-18:00,FALSE,George St   KALBAR QLD 4309,,QLD,-27.9424,FALSE,FALSE,,,,,,,,,
Bellata,149.796,Parkes,no wheelchair access,Bellata Hall,7 Sep 2013 8:00-18:00,FALSE,Wilga St   BELLATA NSW 2397,,NSW,-29.9177,FALSE,FALSE,,,,,,,,,
Thornbury South,145.009,Batman,assisted wheelchair access,Wales St Primary School,8/9/13,TRUE,51 Wales St   THORNBURY VIC 3071,,VIC,-37.762,FALSE,FALSE,,,,,,,,,
Hamersley,115.808,Stirling,no wheelchair access,Glendale Primary School,7 Sep 2013 8:00-18:00,FALSE,Glendale Ave   HAMERSLEY WA 6022,,WA,-31.8497,FALSE,FALSE,,,,,,,,,
St Agnes West,138.705,Makin,"Hall, assisted wheelchair access",Ardtornish Primary School,7 Sep 2013 8:00-18:00,FALSE,Saarinen Ave   ST AGNES SA 5097,,SA,-34.8342,FALSE,FALSE,,,,,,,,,
Kings Cross,151.221,Wentworth,assisted wheelchair access,St Johns Anglican Church Hall,7 Sep 2013 8:00-18:00,FALSE,120 Darlinghurst Rd   DARLINGHURST NSW 2010,,NSW,-33.8774,FALSE,FALSE,,,,,,,,,
Mawson,149.097,Canberra,assisted wheelchair access,Mawson Primary School,7 Sep 2013 8:00-18:00,FALSE,Ainsworth St   MAWSON ACT 2607,,ACT,-35.3585,FALSE,FALSE,,,,,,,,,
Tinana,152.668,Wide Bay,"Hall, assisted wheelchair access",Tinana State School,7 Sep 2013 8:00-18:00,FALSE,239 Gympie Rd   TINANA QLD 4650,,QLD,-25.5591,FALSE,FALSE,,,,,,,,,
Heany Park,145.243,Aston,assisted wheelchair access,Heany Park Primary School,7 Sep 2013 8:00-18:00,FALSE,Buckingham Dr   ROWVILLE VIC 3178,,VIC,-37.9338,FALSE,FALSE,,,,,,,,,
Barry,149.2717135,Calare,assisted wheelchair access,Barry Community Hall,7 Sep 2013 8:00-18:00,FALSE,21 Selwyn St   BARRY NSW 2799,,NSW,-33.6464839,FALSE,FALSE,,,,,,,,,
Galong,148.55752,Hume,assisted wheelchair access,Galong Memorial Hall,7 Sep 2013 8:00-18:00,FALSE,High St GALONG NSW 2585,,NSW,-34.60083,FALSE,FALSE,,,,,,,,,
Ascot Vale,144.919,Melbourne,assisted wheelchair access,Wingate Community Centre,7 Sep 2013 8:00-18:00,FALSE,13A Wingate Ave   ASCOT VALE VIC 3032,,VIC,-37.7794,FALSE,FALSE,,,,,,,,,
Cringila,150.872,Throsby,assisted wheelchair access,Cringila Community Centre,7 Sep 2013 8:00-18:00,FALSE,32 Lake Ave   CRINGILA NSW 2502,,NSW,-34.4683,FALSE,FALSE,,,,,,,,,
Ingle Farm,138.642,Makin,"Gym, assisted wheelchair access",Ingle Farm Primary School,8/9/13,TRUE,Belalie Rd   INGLE FARM SA 5098,,SA,-34.8268,FALSE,FALSE,,,,,,,,,
Wooli,153.2662597,Cowper,no wheelchair access,Wooli Hall,7 Sep 2013 8:00-18:00,FALSE,Main St   WOOLI NSW 2462,,NSW,-29.8667813,FALSE,FALSE,,,,,,,,,
Zeehan,145.34,Braddon,assisted wheelchair access,Zeehan Primary School,7 Sep 2013 8:00-18:00,FALSE,7 Belstead St   ZEEHAN TAS 7469,,TAS,-41.888,FALSE,FALSE,,,,,,,,,
Lismore,143.339,Wannon,assisted wheelchair access,Lismore Primary School,8/9/13,TRUE,77 William St   LISMORE VIC 3324,,VIC,-37.9548,FALSE,FALSE,,,,,,,,,
Taree,152.46338,Lyne,no wheelchair access,Taree High School,7 Sep 2013 8:00-18:00,FALSE,Albert St   TAREE NSW 2430,,NSW,-31.90975,FALSE,FALSE,,,,,,,,,
Wandi,115.8899488,Brand,assisted wheelchair access,Wandi Resource Centre,7 Sep 2013 8:00-18:00,FALSE,De Haer Rd WANDI WA 6167,Booth Reviews,WA,-32.1928345,TRUE,FALSE,,,,,,,,,
Boyanup,115.73,Forrest,full wheelchair access,Boyanup Primary School,7 Sep 2013 8:00-18:00,FALSE,Thomas St BOYANUP WA 6237,,WA,-33.4858,FALSE,FALSE,,,,,,,,,
Bedford Road,145.24,Deakin,assisted wheelchair access,Ringwood Secondary College,7 Sep 2013 8:00-18:00,FALSE,Bedford Rd   RINGWOOD VIC 3134,,VIC,-37.8172,FALSE,FALSE,,,,,,,,,
Eastmont,145.208,Deakin,assisted wheelchair access,St James School,7 Sep 2013 8:00-18:00,FALSE,Centre Rd   VERMONT VIC 3133,,VIC,-37.838,FALSE,FALSE,,,,,,,,,
Elgin,115.632,Forrest,assisted wheelchair access,Elgin Hall,7 Sep 2013 8:00-18:00,FALSE,Railway Rd ELGIN WA 6237,,WA,-33.5131,FALSE,FALSE,,,,,,,,,
Dalveen,151.97293,Maranoa,no wheelchair access,Dalveen Hall,7 Sep 2013 8:00-18:00,FALSE,38 Pine Cres DALVEEN QLD 4374,,QLD,-28.49038,FALSE,FALSE,,,,,,,,,
Mulgoa,150.653532,Lindsay,full wheelchair access,Mulgoa Hall,7 Sep 2013 8:00-18:00,FALSE,345 Littlefields Rd MULGOA NSW 2745,,NSW,-33.836665,FALSE,FALSE,,,,,,,,,
Carmel,116.088,Pearce,no wheelchair access,Carmel Hall,7 Sep 2013 8:00-18:00,FALSE,Carmel Rd   CARMEL WA 6076,,WA,-32.0185,FALSE,FALSE,,,,,,,,,
Margate,147.263,Franklin,assisted wheelchair access,Margate Hall,7 Sep 2013 8:00-18:00,FALSE,Channel Hwy   MARGATE TAS 7054,,TAS,-43.029,FALSE,FALSE,,,,,,,,,
Grassy,144.058,Braddon,no wheelchair access,Grassy Club,7 Sep 2013 8:00-18:00,FALSE,10 Grassy Rd   GRASSY TAS 7256,,TAS,-40.0484,FALSE,FALSE,,,,,,,,,
Esk,152.4266911,Blair,no wheelchair access,Esk State School,7 Sep 2013 8:00-18:00,FALSE,East St ESK QLD 4312,,QLD,-27.2461936,FALSE,FALSE,,,,,,,,,
Sedan,139.299,Barker,assisted wheelchair access,Sedan Hall,7 Sep 2013 8:00-18:00,FALSE,Swan Reach Rd   SEDAN SA 5353,,SA,-34.5726,FALSE,FALSE,,,,,,,,,
Moana,138.47449,Kingston,full wheelchair access,Moana Primary School,7 Sep 2013 8:00-18:00,FALSE,Schooner Rd   SEAFORD SA 5169,,SA,-35.19206,FALSE,FALSE,,,,,,,,,
Wyuna,145.061,Murray,no wheelchair access,Wyuna Memorial Hall,7 Sep 2013 8:00-18:00,FALSE,Alfred Rd   WYUNA VIC 3620,,VIC,-36.198,FALSE,FALSE,,,,,,,,,
Raleigh,153.0126023,Cowper,no wheelchair access,Raleigh Public School,7 Sep 2013 8:00-18:00,FALSE,12 North St   RALEIGH NSW 2454,,NSW,-30.4497149,FALSE,FALSE,,,,,,,,,
Carinda,147.693,Parkes,no wheelchair access,Carinda Public School,7 Sep 2013 8:00-18:00,FALSE,McNamara St   CARINDA NSW 2831,,NSW,-30.4622,FALSE,FALSE,,,,,,,,,
Healy,139.499,Kennedy,assisted wheelchair access,Healy State School,7 Sep 2013 8:00-18:00,FALSE,5-9 Thomson Rd   MOUNT ISA QLD 4825,,QLD,-20.7417,FALSE,FALSE,,,,,,,,,
Kairi,145.546,Kennedy,full wheelchair access,Kairi State School,7 Sep 2013 8:00-18:00,FALSE,McGeehan Rd   KAIRI QLD 4872,,QLD,-17.2153,FALSE,FALSE,,,,,,,,,
Mumbil,149.051,Parkes,assisted wheelchair access,Mumbil Public School,7 Sep 2013 8:00-18:00,FALSE,Apsley Cres   MUMBIL NSW 2820,,NSW,-32.7219,FALSE,FALSE,,,,,,,,,
Balgowlah,151.2670724,Warringah,assisted wheelchair access,All Saints Church Hall,7 Sep 2013 8:00-18:00,FALSE,18 Boyle St   BALGOWLAH NSW 2093,,NSW,-33.7950236,FALSE,FALSE,,,,,,,,,
Tuena,149.328,Hume,no wheelchair access,Tuena Community Hall,7 Sep 2013 8:00-18:00,FALSE,Bathurst Rd   TUENA NSW 2583,,NSW,-34.0163,FALSE,FALSE,,,,,,,,,
Bexley,151.125,Barton,no wheelchair access,Bexley Baptist Church,7 Sep 2013 8:00-18:00,FALSE,484 Forest Rd   BEXLEY NSW 2207,,NSW,-33.9515,FALSE,FALSE,,,,,,,,,
Bruce,149.088,Fraser,full wheelchair access,Calvary Hospital,8/9/13,TRUE,Haydon Dr   BRUCE ACT 2617,,ACT,-35.253,FALSE,FALSE,,,,,,,,,
Lalbert,143.3762816,Mallee,no wheelchair access,Lalbert Primary School,7 Sep 2013 8:00-18:00,FALSE,Main St LALBERT VIC 3542,,VIC,-35.6727608,FALSE,FALSE,,,,,,,,,
Norwood (Deakin),145.238,Deakin,assisted wheelchair access,Norwood Secondary College,7 Sep 2013 8:00-18:00,FALSE,Byron St RINGWOOD VIC 3134,,VIC,-37.8002,FALSE,FALSE,,,,,,,,,
Parkmore,145.177,Deakin,assisted wheelchair access,Parkmore Primary School,7 Sep 2013 8:00-18:00,FALSE,Jolimont Rd   FOREST HILL VIC 3131,,VIC,-37.8438,FALSE,FALSE,,,,,,,,,
Nunawading South,145.18,Deakin,assisted wheelchair access,Mt Pleasant Road Primary School,7 Sep 2013 8:00-18:00,FALSE,Mount Pleasant Rd   NUNAWADING VIC 3131,,VIC,-37.8289,FALSE,FALSE,,,,,,,,,
Woodstock,146.834,Kennedy,full wheelchair access,Woodstock State School,7 Sep 2013 8:00-18:00,FALSE,Woodstock Ave   WOODSTOCK QLD 4816,,QLD,-19.597,FALSE,FALSE,,,,,,,,,
Bute,138.006,Grey,assisted wheelchair access,Bute Institute,7 Sep 2013 8:00-18:00,FALSE,198 Railway Tce   BUTE SA 5560,,SA,-33.8658,FALSE,FALSE,,,,,,,,,
Burra,138.937607,Grey,assisted wheelchair access,Burra Town Hall,7 Sep 2013 8:00-18:00,FALSE,4 Market St BURRA SA 5417,,SA,-33.681271,FALSE,FALSE,,,,,,,,,
Bilambil,153.468,Richmond,assisted wheelchair access,Bilambil Public School,7 Sep 2013 8:00-18:00,FALSE,398 Bilambil Rd   BILAMBIL NSW 2486,,NSW,-28.224,FALSE,FALSE,,,,,,,,,
Bexhill,153.3450152,Richmond,no wheelchair access,Bexhill Hall,7 Sep 2013 8:00-18:00,FALSE,47 Coleman St   BEXHILL NSW 2480,,NSW,-28.7661941,FALSE,FALSE,,,,,,,,,
Bogangar,153.572,Richmond,full wheelchair access,Bogangar Public School,8/9/13,TRUE,Tweed Coast Rd BOGANGAR NSW 2488,,NSW,-28.3389,FALSE,FALSE,"Plus bacon and egg rolls, coffee and cold drinks.",,,,,,,,
Billinudgel,153.525,Richmond,assisted wheelchair access,Billi Lids Long Day Care Centre,7 Sep 2013 8:00-18:00,FALSE,Brunswick St   BILLINUDGEL NSW 2483,,NSW,-28.5045,FALSE,FALSE,,,,,,,,,
Burringbar,153.4669016,Richmond,no wheelchair access,Burringbar Public School,7 Sep 2013 8:00-18:00,FALSE,59 Upper Burringbar Rd   BURRINGBAR NSW 2483,,NSW,-28.4357851,FALSE,FALSE,,,,,,,,,
Brunswick Heads,153.550842,Richmond,assisted wheelchair access,Brunswick Heads Public School,7 Sep 2013 8:00-18:00,FALSE,2 Fingal St BRUNSWICK HEADS NSW 2483,Booth Reviews,NSW,-28.541239,FALSE,TRUE,,,,,,,,,
Byron Bay South,153.616,Richmond,assisted wheelchair access,Byron Bay High School,7 Sep 2013 8:00-18:00,FALSE,1 Broken Head Rd   BYRON BAY NSW 2481,,NSW,-28.6671,FALSE,FALSE,,,,,,,,,
Byron Bay PPVC,153.612885,Richmond,"Verandah Room, assisted wheelchair access",Byron Bay Community Centre,7 Sep 2013 8:00-18:00,FALSE,69 Jonson St BYRON BAY NSW 2481,,NSW,-28.644489,FALSE,FALSE,,,,,,,,,
Box Hill,145.127,Chisholm,assisted wheelchair access,St Peter's Anglican Church Hall,7 Sep 2013 8:00-18:00,FALSE,1030 Whitehorse Rd   BOX HILL VIC 3128,,VIC,-37.8191,FALSE,FALSE,,,,,,,,,
Chadstone East,145.101,Chisholm,assisted wheelchair access,St Mary Magdalen's Primary School,7 Sep 2013 8:00-18:00,TRUE,Bolwarra St   CHADSTONE VIC 3148,Booth Reviews,VIC,-37.8801,FALSE,TRUE,,,,,,,,,
Blackburn South,145.147,Chisholm,no wheelchair access,St Luke's Primary School,8/9/13,TRUE,46 Orchard Gr   BLACKBURN SOUTH VIC 3130,,VIC,-37.8357,FALSE,FALSE,,,,,,,,,
Burwood Central,145.097,Chisholm,no wheelchair access,St Benedict's Parish Church Hall,7 Sep 2013 8:00-18:00,FALSE,Central Ave BURWOOD VIC 3125,,VIC,-37.8493,FALSE,FALSE,,,,,,,,,
Box Hill South,145.125,Chisholm,no wheelchair access,Roberts McCubbin Primary School,8/9/13,TRUE,Birdwood St   BOX HILL SOUTH VIC 3128,,VIC,-37.8352,FALSE,TRUE,,,,,,,,,
Pinewood (Chisholm),145.143,Chisholm,assisted wheelchair access,Pinewood Community Centre,8/9/13,TRUE,Pinewood Dr   MT WAVERLEY VIC 3149,,VIC,-37.89,FALSE,FALSE,Costs $2.50 for a sausage,,,,,,,,
Elgar Park,145.11068,Chisholm,assisted wheelchair access,Our Lady of Perpetual Succor Primary School,7 Sep 2013 8:00-18:00,FALSE,31 Erasmus St SURREY HILLS VIC 3127,Booth Reviews,VIC,-37.83009,FALSE,FALSE,,,,,,,,,
Oakleigh (Chisholm),145.0882414,Chisholm,assisted wheelchair access,Oakleigh Primary School,7 Sep 2013 8:00-18:00,TRUE,cnr Warrigal Rd & Logie St   OAKLEIGH VIC 3166,Booth Reviews,VIC,-37.8947852,FALSE,TRUE,,,,,,,,,
Mont Albert,145.112,Chisholm,assisted wheelchair access,Strabane Chapel,7 Sep 2013 8:00-18:00,FALSE,29 Strabane Ave MONT ALBERT NORTH VIC 3129,,VIC,-37.8075,FALSE,FALSE,,,,,,,,,
Bennettswood,145.126,Chisholm,assisted wheelchair access,St Scholastica's Primary School,7 Sep 2013 8:00-18:00,FALSE,Starling St   BURWOOD VIC 3125,,VIC,-37.8524,FALSE,FALSE,,,,,,,,,
Aloomba,145.831,Kennedy,assisted wheelchair access,Aloomba State School,7 Sep 2013 8:00-18:00,FALSE,Nielsen St   ALOOMBA QLD 4871,,QLD,-17.1094,FALSE,FALSE,,,,,,,,,
Atherton North,145.488,Kennedy,full wheelchair access,Atherton State High School,8/9/13,FALSE,Maunds Rd   ATHERTON QLD 4883,,QLD,-17.2582,TRUE,FALSE,,,,,,,,,
Brisbane City (Kennedy),153.02599,Kennedy,assisted wheelchair access,80 George St,7 Sep 2013 8:00-18:00,FALSE,80 George St BRISBANE CITY QLD 4000,,QLD,-27.473419,FALSE,FALSE,,,,,,,,,
Abergowrie,145.884,Kennedy,assisted wheelchair access,Abergowrie State School,7 Sep 2013 8:00-18:00,FALSE,Abergowrie Rd   ABERGOWRIE QLD 4850,,QLD,-18.4736,FALSE,FALSE,,,,,,,,,
Woongarra,152.407,Hinkler,assisted wheelchair access,Woongarra State School,7 Sep 2013 8:00-18:00,FALSE,468 Elliott Heads Rd   WOONGARRA QLD 4670,,QLD,-24.8815,FALSE,FALSE,,,,,,,,,
Yarrilee,152.80444,Hinkler,"School Hall, assisted wheelchair access",Yarrilee State School,7 Sep 2013 8:00-18:00,FALSE,15 Scrub Hill Rd DUNDOWRAN QLD 4655,Booth Reviews,QLD,-25.28929,TRUE,FALSE,,,,,,,,,
Walkervale,152.36,Hinkler,"School Community Hall, assisted wheelchair access",Walkervale State School,7 Sep 2013 8:00-18:00,FALSE,46a Hurst St   WALKERVALE QLD 4670,,QLD,-24.8863,FALSE,FALSE,,,,,,,,,
Woodgate,152.558,Hinkler,assisted wheelchair access,Woodgate Community Hall,7 Sep 2013 8:00-18:00,FALSE,Esplanade   WOODGATE QLD 4660,,QLD,-25.0989,FALSE,FALSE,,,,,,,,,
