stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,ess_stall_url,ess_stall_id,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,polling_place_type,booth_info,opening_hours,address,premises,polling_place_name,division,state
,115.70615,FALSE,FALSE,FALSE,FALSE,,,,,,-31.6772,,,,,Public School,,,"14 Elliston Parade, MINDARIE WA 6030",Burns Beach,Mindarie Senior College,Burns Beach,WA
,115.702576,FALSE,FALSE,FALSE,FALSE,,,,,,-31.645721,,,,,Public School,,,"30 Tollesbury Avenue, BUTLER WA 6036",Butler,Butler Primary School,Butler,WA
,115.962319,FALSE,FALSE,FALSE,FALSE,,,,,,-32.025976,,,,,Church,,,"22 Sydenham Street, BECKENHAM WA 6107",Cannington,Beckenham Community Church,Cannington,WA
,115.72782,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 08:35:20.912924+00,2017-03-11 08:35:20.912924+00,,-31.68481,,,Facebook,{},Public School,,,"15 Somerly Drive, CLARKSON WA 6030",Burns Beach,Somerly Primary School,Burns Beach,WA
,115.930111,FALSE,FALSE,FALSE,FALSE,,,,,,-32.028992,,,,,Church,,,"32 Latham Road, FERNDALE WA 6148",Cannington,Lynwood Christian Church,Cannington,WA
,115.938812,FALSE,FALSE,FALSE,FALSE,,,,,,-32.004726,,,,,Private School,,,"135 Treasure Road, QUEENS PARK WA 6107",Cannington,St Norbert College,Cannington,WA
,115.75481,FALSE,FALSE,FALSE,FALSE,,,,,,-31.855982,,,,,Community Hall,,,"20 Castle Street, NORTH BEACH WA 6020",Carine,North Beach Community Centre,Carine,WA
,116.462336,FALSE,FALSE,FALSE,FALSE,,,,,,-31.747725,,,,,Public School,,,"33 St George Street, BAKERS HILL WA 6562",Central Wheatbelt,Bakers Hill Primary School,Central Wheatbelt,WA
,117.865606,FALSE,FALSE,FALSE,FALSE,,,,,,-30.449822,,,,,Community Hall,,,"11 Rowlands Street, BEACON WA 6472",Central Wheatbelt,Beacon Community Resource Centre,Central Wheatbelt,WA
,117.859244,FALSE,FALSE,FALSE,FALSE,,,,,,-30.8094889,,,,,Community Hall,,,"283 Monger Street, BENCUBBIN WA 6477",Central Wheatbelt,Bencubbin Community Resource Centre,Central Wheatbelt,WA
,116.475155,FALSE,FALSE,FALSE,FALSE,,,,,,-32.802301,,,,,Other,,,"39 Bannister Road, BODDINGTON WA 6390",Central Wheatbelt,Boddington Shire Chambers,Central Wheatbelt,WA
,117.00921,FALSE,FALSE,FALSE,FALSE,,,,,,-32.37238,,,,,Public School,,,"20 Tiller Street, BROOKTON WA 6306",Central Wheatbelt,Brookton District High School,Central Wheatbelt,WA
,117.875984,FALSE,FALSE,FALSE,FALSE,,,,,,-32.331911,,,,,Senior Citizens Centre,,,"8 Lynch Street, CORRIGIN WA 6375",Central Wheatbelt,Corrigin Senior Citizens Centre,Central Wheatbelt,WA
,115.95317,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 02:34:16.107609+00,2017-03-11 02:34:16.107609+00,,-32.00825,,,Twitter,{},Public School,,,"79-93 Gibbs Street, EAST CANNINGTON WA 6107",Cannington,Gibbs Street Primary School,Cannington,WA
,117.4018,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 13:27:50.248712+00,2017-03-08 13:27:50.248712+00,,-32.00997,,,Twitter,{},Community Hall,,,"2 Jennaberring Road, QUAIRADING WA 6383",Central Wheatbelt,Quairading Town Hall,Central Wheatbelt,WA
Sausage Sizzle to raise money for school equipment,116.759925,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 02:04:09.481297+00,2017-03-09 02:04:09.481297+00,,-31.893065,York DHS P&C,,,{},Public School,,,"2 Trews Road, YORK WA 6302",Central Wheatbelt,York District High School,Central Wheatbelt,WA
"Sausages, bread, drinks, cakes, cookies & other treats!",115.76495,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 12:37:29.938408+00,2017-03-09 07:15:41.782152+00,,-31.93599,City Beach Primary Sausage Sizzle & Cake Stall,,User-Submitted,{},Public School,,,"30 Marapana Road, CITY BEACH WA 6015",Churchlands,City Beach Primary School,Churchlands,WA
"Sausage Sizzle, cake stall, drinks",115.80972,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 06:22:30.975775+00,2017-03-09 12:12:20.511789+00,,-31.93462,Wembley Primary School,,"Facebook, User-Submitted",{},Public School,,,"41 Grantham Street, WEMBLEY WA 6014",Churchlands,Wembley Primary School,Churchlands,WA
,117.24454,FALSE,FALSE,FALSE,FALSE,,,,,,-31.65534,,,,,Public School,,,"Cubbine Street, CUNDERDIN WA 6407",Central Wheatbelt,Cunderdin District High School,Central Wheatbelt,WA
,115.82164,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 04:54:06.811467+00,2017-03-11 04:54:06.811467+00,,-31.92438,,,,{},Public School,,,"Dodd Street, WEMBLEY WA 6014",Churchlands,Lake Monger Primary School,Churchlands,WA
,117.03249,FALSE,FALSE,FALSE,FALSE,,,,,,-31.19396,,,,,Community Hall,,,"15 Cottrell Street, DOWERIN WA 6461",Central Wheatbelt,Dowerin Lesser Hall,Central Wheatbelt,WA
,116.826801,FALSE,FALSE,FALSE,FALSE,,,,,,-31.299118,,,,,Community Hall,,,"51 - 53 Railway Terrace, GOOMALLING WA 6460",Central Wheatbelt,Goomalling Community Resource Centre,Central Wheatbelt,WA
,116.795558,FALSE,FALSE,FALSE,FALSE,,,,,,-31.636046,,,,,Community Hall,,,"67 Wilson Street, GRASS VALLEY WA 6403",Central Wheatbelt,Grass Valley Hall,Central Wheatbelt,WA
,116.963939,FALSE,FALSE,FALSE,FALSE,,,,,,-31.9207,,,,,Community Hall,,,"Greenhills Road, GREENHILLS WA 6302",Central Wheatbelt,Greenhills Hall,Central Wheatbelt,WA
,117.72171,FALSE,FALSE,FALSE,FALSE,,,,,,-31.63363,,,,,Community Hall,,,"Lot/56 Massingham Street, KELLERBERRIN WA 6410",Central Wheatbelt,Kellerberrin Memorial Hall,Central Wheatbelt,WA
,118.26443,FALSE,FALSE,FALSE,FALSE,,,,,,-32.49388,,,,,Public School,,,"75 Graham Street, KONDININ WA 6367",Central Wheatbelt,Kondinin Primary School,Central Wheatbelt,WA
,117.48444,FALSE,FALSE,FALSE,FALSE,,,,,,-30.826,,,,,Other,,,"21 Ninghan Road, KOORDA WA 6475",Central Wheatbelt,Koorda Emergency Centre,Central Wheatbelt,WA
,117.01055,FALSE,FALSE,FALSE,FALSE,,,,,,-31.62815,,,,,Public School,,,"14 Knight Street, MECKERING WA 6405",Central Wheatbelt,Meckering Primary School,Central Wheatbelt,WA
,118.2808343,FALSE,FALSE,FALSE,FALSE,,,,,,-31.4819695,,,,,Community Hall,,,"110 Barrack Street, MERREDIN WA 6415",Central Wheatbelt,Merredin Community Resource Centre,Central Wheatbelt,WA
,118.277671,FALSE,FALSE,FALSE,FALSE,,,,,,-31.485621,,,,,Senior Citizens Centre,,,"15 French Avenue, MERREDIN WA 6415",Central Wheatbelt,Merredin Senior Centre,Central Wheatbelt,WA
,118.20748,FALSE,FALSE,FALSE,FALSE,,,,,,-30.91595,,,,,Other,,,"15 Maddock Street, MUKINBUDIN WA 6479",Central Wheatbelt,Mukinbudin Shire Chambers,Central Wheatbelt,WA
,118.39134,FALSE,FALSE,FALSE,FALSE,,,,,,-32.06311,,,,,Public School,,,"7 Ada Street, NAREMBEEN WA 6369",Central Wheatbelt,Narembeen District High School,Central Wheatbelt,WA
,116.669392,FALSE,FALSE,FALSE,FALSE,,,,,,-31.655863,,,,,Community Hall,,,"265 Fitzgerald Street, NORTHAM WA 6401",Central Wheatbelt,Northam Memorial Hall,Central Wheatbelt,WA
,118.101059,FALSE,FALSE,FALSE,FALSE,,,,,,-31.18759,,,,,Public School,,,"Danberrin Road, NUNGARIN WA 6490",Central Wheatbelt,Nungarin Primary School,Central Wheatbelt,WA
,117.08428,FALSE,FALSE,FALSE,FALSE,,,,,,-32.53476,,,,,Community Hall,,,"20 Parade Street, PINGELLY WA 6308",Central Wheatbelt,Pingelly Town Hall,Central Wheatbelt,WA
,119.328169,FALSE,FALSE,FALSE,FALSE,,,,,,-31.231243,,,,,Community Hall,,,"Antares Street, SOUTHERN CROSS WA 6426",Central Wheatbelt,Southern Cross Community Centre,Central Wheatbelt,WA
,117.4840623,FALSE,FALSE,FALSE,FALSE,,,,,,-31.6414415,,,,,Community Hall,,,"1 Donnan Street, TAMMIN WA 6409",Central Wheatbelt,Tammin Lesser Hall,Central Wheatbelt,WA
,116.672868,FALSE,FALSE,FALSE,FALSE,,,,,,-32.677287,,,,,Public School,,,"2 Watts Street, WANDERING WA 6308",Central Wheatbelt,Wandering Primary School,Central Wheatbelt,WA
,118.69695,FALSE,FALSE,FALSE,FALSE,,,,,,-31.30224,,,,,Other,,,"41 Wolfram Street, WESTONIA WA 6423",Central Wheatbelt,Westonia Shire Office,Central Wheatbelt,WA
,116.71624,FALSE,FALSE,FALSE,FALSE,,,,,,-30.89305,,,,,Community Hall,,,"The Station, Lot/1 Wongan Road, WONGAN HILLS WA 6603",Central Wheatbelt,Wongan Hills Community Resource Centre,Central Wheatbelt,WA
,116.382921,FALSE,FALSE,FALSE,FALSE,,,,,,-31.761234,,,,,Public School,,,"Boronia Avenue, WUNDOWIE WA 6560",Central Wheatbelt,Wundowie Primary School,Central Wheatbelt,WA
,117.37947,FALSE,FALSE,FALSE,FALSE,,,,,,-31.17983,,,,,Community Hall,,,"Lot/5700 Railway Tce, WYALKATCHEM WA 6485",Central Wheatbelt,Wyalkatchem Community Resource Centre,Central Wheatbelt,WA
,115.76243,FALSE,FALSE,FALSE,FALSE,,,,,,-31.92549,,,,,Public School,,,"2 Catesby Street, CITY BEACH WA 6015",Churchlands,Kapinara Primary School,Churchlands,WA
cake stall to fund school p&c,115.801567,FALSE,FALSE,TRUE,FALSE,,,2017-03-10 06:24:00.136688+00,2017-03-09 12:28:38.835199+00,,-31.939071,Kindy cake stall,,"Facebook, User-Submitted",{},Pre-School,,,"Birkdale Street, FLOREAT WA 6014",Churchlands,Floreat Primary - Early Education Centre,Churchlands,WA
"Sausage Sizzle, Drinks and sweet treats",115.79767,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 13:07:49.080022+00,2017-03-08 13:07:49.080022+00,,-32.12909,South Coogee Primary School,,User-submitted,{},Public School,,,"40 Ivankovich Avenue, BEELIAR WA 6164",Cockburn,South Coogee Primary School,Cockburn,WA
,115.78965,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 00:55:01.239661+00,2017-03-09 00:55:01.239661+00,,-31.91029,,,http://woodlandsps.wa.edu.au/pc-events/,{},Public School,,,"7 Bentwood Avenue, WOODLANDS WA 6018",Churchlands,Woodlands Primary School,Churchlands,WA
"bacon&egg rolls, sausage sizzle, bake sale, coffee van, cold drinks, freshly squeezed orange juice, raffles",115.78898,FALSE,FALSE,TRUE,TRUE,,,2017-03-09 11:04:43.252761+00,2017-03-09 11:04:43.252761+00,,-32.11146,Newton Primary School,,User-Submitted,"{""has_coffee"":true,""has_bacon_and_eggs"":true,""has_free_text"":""Freshly-squeezed orange juice, Raffles""}",Public School,,,"4 Marvell Avenue, SPEARWOOD WA 6163",Cockburn,Newton Primary School,Cockburn,WA
Sausages and soft drinks to fund Theatre Extension ,115.699838,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 12:31:07.805404+00,2017-03-10 12:31:07.805404+00,,-33.312771,Bunbury Repertory Club,,User-Submitted,{},Community Hall,,,"Pratt Road, EATON WA 6232",Collie-Preston,Eaton Hall,Collie-Preston,WA
bacon and egg roll sausage and onion roll bake stall and drinks,115.81949,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 14:14:12.215556+00,2017-03-10 14:14:12.215556+00,,-32.11967,yangebup primary school,,User-Submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"55 Moorhen Drive, YANGEBUP WA 6164",Cockburn,Yangebup Primary School,Cockburn,WA
,115.755708,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 03:52:52.406212+00,2017-03-11 03:52:52.406212+00,,-31.993707,,,,{},Community Hall,,,"109 Broome Street, COTTESLOE WA 6011",Cottesloe,Cottesloe Civic Centre Lesser Hall,Cottesloe,WA
,115.84643,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 00:27:41.152023+00,2017-03-11 00:21:46.193457+00,,-32.138897,,,Twitter,"{""has_bacon_and_eggs"":true}",Public School,,,"53 Baningan Avenue, SUCCESS WA 6164",Cockburn,Jandakot Primary School,Cockburn,WA
Sausage Sizzle,115.84964,TRUE,FALSE,FALSE,TRUE,,,2017-03-11 07:18:17.152113+00,2017-03-09 07:19:08.606606+00,,-32.15304,Success Primary School,,User-Submitted,{},Public School,,,"390 Wentworth Parade, SUCCESS WA 6164",Cockburn,Success Primary School,Cockburn,WA
,115.81509,FALSE,FALSE,FALSE,FALSE,,,,,,-31.9356,,,,,Church,,,"63 Nanson Street, WEMBLEY WA 6014",Churchlands,WestCity Church - Wembley,Churchlands,WA
,115.77172,FALSE,FALSE,FALSE,FALSE,,,,,,-32.12648,,,,,Public School,,,"22 Mayor Road, COOGEE WA 6166",Cockburn,Coogee Primary School,Cockburn,WA
,115.82614,FALSE,FALSE,FALSE,FALSE,,,,,,-32.12409,,,,,Private School,,,"340 Yangebup Road, YANGEBUP WA 6164",Cockburn,Mater Christi Catholic Primary School,Cockburn,WA
,115.776769,FALSE,FALSE,FALSE,FALSE,,,,,,-32.11016,,,,,Church,,,"15 Mell Road, SPEARWOOD WA 6163",Cockburn,St Michael Church,Cockburn,WA
,116.09857,FALSE,FALSE,FALSE,FALSE,,,,,,-33.335871,,,,,Public School,,,"25 Cameron Street, ALLANSON WA 6225",Collie-Preston,Allanson Primary School,Collie-Preston,WA
,115.982159,FALSE,FALSE,FALSE,FALSE,,,,,,-33.786805,,,,,Public School,,,"Steere Street, BALINGUP WA 6253",Collie-Preston,Balingup Primary School,Collie-Preston,WA
,115.73001,FALSE,FALSE,FALSE,FALSE,,,,,,-33.48606,,,,,Public School,,,"45 Thomas Street, BOYANUP WA 6237",Collie-Preston,Boyanup Primary School,Collie-Preston,WA
,115.562782,FALSE,FALSE,FALSE,FALSE,,,,,,-33.553736,,,,,Community Hall,,,"35 Forrest Road, CAPEL WA 6271",Collie-Preston,Capel Community Centre,Collie-Preston,WA
,115.711,FALSE,FALSE,FALSE,FALSE,,,,,,-33.3085,,,,,Public School,,,"Lucy Victoria Avenue , CLIFTON PARK WA 6233",Collie-Preston,Clifton Park Primary School,Collie-Preston,WA
,116.15671,FALSE,FALSE,FALSE,FALSE,,,,,,-33.3628,,,,,Public School,,,"Wittenoom Street, COLLIE WA 6225",Collie-Preston,Collie Senior High School,Collie-Preston,WA
,115.757028,FALSE,FALSE,FALSE,FALSE,,,,,,-33.398483,,,,,Community Hall,,,"19 Ferguson Road, DARDANUP WA 6236",Collie-Preston,Dardanup Hall,Collie-Preston,WA
,115.823174,FALSE,FALSE,FALSE,FALSE,,,,,,-33.575945,,,,,Community Hall,,,"1 Bentley Street, DONNYBROOK WA 6239",Collie-Preston,Donnybrook Soldiers Memorial Hall,Collie-Preston,WA
,115.72104,FALSE,FALSE,FALSE,FALSE,,,,,,-33.31865,,,,,Public School,,,"20 Recreation Drive, EATON WA 6232",Collie-Preston,Eaton Community College,Collie-Preston,WA
,115.837585,FALSE,FALSE,FALSE,FALSE,,,,,,-33.431638,,,,,Community Hall,,,"Ferguson Road, FERGUSON WA 6236",Collie-Preston,Ferguson Hall,Collie-Preston,WA
,115.641645,FALSE,FALSE,FALSE,FALSE,,,,,,-33.409916,,,,,Community Hall,,,"40 Hasties Road, GELORUP WA 6230",Collie-Preston,Gelorup Community Centre,Collie-Preston,WA
,115.893,FALSE,FALSE,FALSE,FALSE,,,,,,-33.7058,,,,,Community Hall,,,"South Western Hwy, KIRUP WA 6251",Collie-Preston,Kirup Hall,Collie-Preston,WA
,116.151999,FALSE,FALSE,FALSE,FALSE,,,,,,-33.35859,,,,,Senior Citizens Centre,,,"99 Forrest Street, COLLIE WA 6225",Collie-Preston,Margaretta Wilson Centre,Collie-Preston,WA
,116.161387,FALSE,FALSE,FALSE,FALSE,,,,,,-33.34303,,,,,Community Hall,,,"Princep Street, COLLIE WA 6225",Collie-Preston,North Collie Hall,Collie-Preston,WA
,116.139232,FALSE,FALSE,FALSE,FALSE,,,,,,-33.366243,,,,,Public School,,,"Porter Street, COLLIE WA 6225",Collie-Preston,Wilson Park Primary School,Collie-Preston,WA
,116.007369,FALSE,FALSE,FALSE,FALSE,,,,,,-33.537189,,,,,Community Hall,,,"5 Yabberup Road, LOWDEN WA 6240",Collie-Preston,Yabberup Hall,Collie-Preston,WA
,115.763146,FALSE,FALSE,FALSE,FALSE,,,,,,-32.011826,,,,,Public School,,,"91 Victoria Street, MOSMAN PARK WA 6012",Cottesloe,Mosman Park Primary School,Cottesloe,WA
,115.783112,FALSE,FALSE,FALSE,FALSE,,,,,,-31.968405,,,,,Public School,,,"103 Alfred Road, MOUNT CLAREMONT WA 6010",Cottesloe,Mount Claremont Primary School,Cottesloe,WA
"bacon and egg rolls, sausage sizzle, drinks",115.99967,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 12:31:28.767799+00,2017-03-08 12:31:28.767799+00,http://www.dawsonparkps.wa.edu.au/,-31.97835,Dawson Park Primary Sausage sizzle,,User-submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"120 Bougainvillea Avenue, FORRESTFIELD WA 6058",Forrestfield,Dawson Park Primary School,Forrestfield,WA
"Sausages, drinks, cupcakes, dad jokes",116.00824,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 23:32:26.941007+00,2017-03-08 23:32:26.941007+00,,-31.99081,Forrestfield Primary School,,,"{""has_vego"":true,""has_halal"":true}",Public School,,,"45 Sussex Road, FORRESTFIELD WA 6058",Forrestfield,Forrestfield Primary School,Forrestfield,WA
"Cakes, Bacon and Egg Burgers Sausage sizzle!!!",116.02152,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 01:18:16.227609+00,2017-03-10 01:18:16.227609+00,,-32.109033,Clifton Hills Primary School,,User-Submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"50 Connell Avenue, KELMSCOTT WA 6111",Darling Range,Clifton Hills Primary School,Darling Range,WA
Sausages and beverages ,115.979064,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 00:57:13.567188+00,2017-03-09 00:57:13.567188+00,,-32.215274,West Byford Primary School ,,,{},Public School,,,"101 Kardan Boulevard, BYFORD WA 6122",Darling Range,West Byford Primary School,Darling Range,WA
Sausage Sizzle and Cold Drinks,115.703856,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 01:16:27.010963+00,2017-03-08 12:49:54.099476+00,,-32.542691,Sausage Sizzle,,User-submitted,{},Public School,,,"12 Brigadoon Close, HALLS HEAD WA 6210",Dawesville,Glencoe Primary School,Dawesville,WA
Cake Stall and Coffee Van,116.0027906,FALSE,FALSE,TRUE,FALSE,,,2017-03-09 15:56:17.854227+00,2017-03-09 12:15:41.206415+00,,-31.94029682,High Wycombe Primary P&C,,Facebook,"{""has_coffee"":true,""has_vego"":true}",Public School,,,"60 Newburn Road, HIGH WYCOMBE WA 6057",Forrestfield,High Wycombe Primary School,Forrestfield,WA
Sausage Sizzle and Cake Stall,115.759048,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 07:50:31.374754+00,2017-03-10 07:50:31.374754+00,,-32.069074,Beaconsfield Primary School,,User-Submitted,{},Public School,,,"5 Hale Street, BEACONSFIELD WA 6162",Fremantle,Beaconsfield Primary School,Fremantle,WA
,115.73561,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 23:56:49.721106+00,2017-03-10 23:56:49.721106+00,,-32.54182,,,,{},Public School,,,"64 Gillark Street, DUDLEY PARK WA 6210",Dawesville,Dudley Park Primary School,Dawesville,WA
,115.693747,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 01:15:35.435197+00,2017-03-11 01:15:35.435197+00,,-32.539634,,,,{},Church,,,"240 McLarty Road, HALLS HEAD WA 6210",Dawesville,Metro Church Hall,Dawesville,WA
,116.069288,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 02:09:11.997644+00,2017-03-11 02:09:11.997644+00,,-32.112463,,,Twitter,{},Community Hall,,,"44 Jarrah Road, ROLEYSTONE WA 6111",Darling Range,Roleystone Hall,Darling Range,WA
,115.91778,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 04:19:03.187423+00,2017-03-11 04:19:03.187423+00,,-32.19056,,,,{},Community Hall,,,"Foxton Drive, OAKFORD WA 6121",Darling Range,Oakford Community Hall,Darling Range,WA
,115.661045,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 04:57:10.198535+00,2017-03-11 04:57:10.198535+00,,-32.579044,,,,{},Other,,,"49 Lynda Street, FALCON WA 6210",Dawesville,Falcon Reserve Football Pavilion,Dawesville,WA
,115.77325,FALSE,FALSE,FALSE,FALSE,,,,,,-32.020387,,,,,Private School,,,"McCabe Street, MOSMAN PARK WA 6012",Cottesloe,Saint Hilda's Anglican School for Girls - Chidley Campus,Cottesloe,WA
,116.02618,FALSE,FALSE,FALSE,FALSE,,,,,,-32.14763,,,,,Public School,,,"1 Carradine Road, ARMADALE WA 6112","Darling Range, Armadale",Armadale Primary School,"Darling Range, Armadale",WA
,116.058597,FALSE,FALSE,FALSE,FALSE,,,,,,-32.193118,,,,,Community Hall,,,"Admiral Road, BEDFORDALE WA 6112",Darling Range,Bedfordale District Hall,Darling Range,WA
,116.062471,FALSE,FALSE,FALSE,FALSE,,,,,,-32.337721,,,,,Community Hall,,,"Munro Street, JARRAHDALE WA 6124",Darling Range,Bruno Gianetti Hall,Darling Range,WA
,115.872383,FALSE,FALSE,FALSE,FALSE,,,,,,-32.255845,,,,,Other,,,"Cnr Mortimer and Barker Road, WELLARD WA 6170",Darling Range,Kwinana South Bush Fire Brigade,Darling Range,WA
,116.165493,FALSE,FALSE,FALSE,FALSE,,,,,,-31.903308,,,,,Community Hall,,,"Cnr Jacoby and Nichol Streets, MUNDARING WA 6073",Darling Range,Mundaring Hall,Darling Range,WA
,115.985171,FALSE,FALSE,FALSE,FALSE,,,,,,-32.290688,,,,,Public School,,,"Livesey Street, MUNDIJONG WA 6123",Darling Range,Mundijong Primary School,Darling Range,WA
,116.131555,FALSE,FALSE,FALSE,FALSE,,,,,,-32.034876,,,,,Public School,,,"241 Pickering Brook Road, PICKERING BROOK WA 6076",Darling Range,Pickering Brook Primary School,Darling Range,WA
,116.00053,FALSE,FALSE,FALSE,FALSE,,,,,,-32.22554,,,,,Community Hall,,,"Mead Street, BYFORD WA 6122",Darling Range,Serpentine Jarrahdale Community Recreation Centre,Darling Range,WA
,116.009357,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 05:59:11.256804+00,2017-03-11 05:59:11.256804+00,,-32.220643,,,Twitter,{},Community Hall,,,"9 Clifton Street, BYFORD WA 6122",Darling Range,Byford Hall,Darling Range,WA
,115.69552,FALSE,FALSE,FALSE,FALSE,,,,,,-32.55072,,,,,Public School,,,"21 Oleander Place, HALLS HEAD WA 6210",Dawesville,Halls Head Primary School,Dawesville,WA
,115.70755,FALSE,FALSE,FALSE,FALSE,,,,,,-32.52247,,,,,Other,,,"Mary Street, HALLS HEAD WA 6210",Dawesville,Mandurah Yacht Club,Dawesville,WA
,115.63044,FALSE,FALSE,FALSE,FALSE,,,,,,-32.62423,,,,,Public School,,,"15 Ocean Road, DAWESVILLE WA 6211",Dawesville,Ocean Road Primary School,Dawesville,WA
,115.67874,FALSE,FALSE,FALSE,FALSE,,,,,,-32.5641,,,,,Public School,,,"38 Karon Vista, HALLS HEAD WA 6210",Dawesville,South Halls Head Primary School,Dawesville,WA
,115.64265,FALSE,FALSE,FALSE,FALSE,,,,,,-32.609868,,,,,Community Hall,,,"Estuary Road, DAWESVILLE WA 6210",Dawesville,Southern Estuary Progress Association Hall,Dawesville,WA
,116.009668,FALSE,FALSE,FALSE,FALSE,,,,,,-31.97593,,,,,Other,,,"117 Berkshire Road, FORRESTFIELD WA 6058",Forrestfield,Darling Range Sports College,Forrestfield,WA
,115.980327,FALSE,FALSE,FALSE,FALSE,,,,,,-32.032309,,,,,Public School,,,"96 Kenwick Road, KENWICK WA 6107",Forrestfield,East Kenwick Primary School,Forrestfield,WA
,114.635649,FALSE,FALSE,FALSE,TRUE,,,2017-03-05 13:46:33.29785+00,2017-03-05 13:46:33.29785+00,,-28.816933,,,Twitter,{},Public School,,,"Lot/475 Ajax Drive, WANDINA WA 6530",Geraldton,Wandina Primary School,Geraldton,WA
,115.75961,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 02:25:40.72341+00,2017-03-11 01:30:40.297194+00,,-32.04824,,,Twitter,"{""has_free_text"":""Iced tea, biscuits""}",Public School,,,"8 Forrest Street, EAST FREMANTLE WA 6158",Fremantle,East Fremantle Primary School,Fremantle,WA
"Cake Stall, Cold Drinks, Sausage in Bread",114.637503,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 12:28:39.128096+00,2017-03-08 12:28:39.128096+00,,-28.718264,Waggrakine Primary School P&C ,,User-submitted,"{""has_halal"":true}",Public School,,,"9 Hall Road, WAGGRAKINE WA 6530",Geraldton,Waggrakine Primary School,Geraldton,WA
"Sausage sizzle, cold drinks, bake stall",115.85322,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 13:11:12.75812+00,2017-03-08 13:11:12.75812+00,,-31.84076,Roseworth P&C,,User-submitted,{},Public School,,,"30 Stebbing Way, GIRRAWHEEN WA 6064",Girrawheen,Roseworth Primary School,Girrawheen,WA
Sausage sizzle & drinks,115.84383,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 02:27:13.470027+00,2017-03-09 02:27:13.470027+00,,-31.80856,ASHDALE PRIMARY P&C,,,"{""has_halal"":true}",Public School,,,"51 Ashdale Boulevard, DARCH WA 6065",Girrawheen,Ashdale Primary School,Girrawheen,WA
"We are selling bacon & egg sandwiches, sausage sizzle, cake stall and have a coffee van. We will also have some tunes going, to lessen the boredom of queuing!",115.78954,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 09:22:52.878869+00,2017-03-09 03:43:25.428813+00,,-32.07695,East Hamilton Hill Primary P&C,,User-Submitted,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Public School,,,"27 Bradbury Road, HAMILTON HILL WA 6163",Fremantle,East Hamilton Hill Primary School,Fremantle,WA
"Awesome sausage sizzle, cold drinks and sweet treats at the cake stall",114.608055,FALSE,FALSE,TRUE,TRUE,,,2017-03-09 12:29:02.950579+00,2017-03-09 12:29:02.950579+00,facebook.com/geraldton.primarypc,-28.778895,Geraldton Primary School P&C Sausage sizzle & Cake Stall,,User-Submitted,{},Public School,,,"75 Fitzgerald Street, GERALDTON WA 6530",Geraldton,Geraldton Primary School,Geraldton,WA
"Sausage sizzle, drinks and a cake stall",115.82705,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 02:45:42.263068+00,2017-03-11 02:45:42.263068+00,,-31.82843,Marangaroo P&C,,,{},Public School,,,"88 Giralt Road, MARANGAROO WA 6064",Girrawheen,Marangaroo Primary School,Girrawheen,WA
Sausage and cool drink ,115.86241,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 12:37:04.191788+00,2017-03-09 12:29:11.651186+00,,-31.80382,Landsdale Primary School P&C,,"Facebook, User-Submitted",{},Public School,,,"The Broadview , LANDSDALE WA 6065",Girrawheen,Landsdale Primary School,Girrawheen,WA
