StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff,booth_info
,Overseas,All,,,Australian High Commission,Current,"GHANA, Accra","2, Second Rangoon Close, corner Josef B. Tito Avenue, Cantonments, Accra, GHANA",,,,,,,,,,,,,5.5800814,-0.1752525,,,,,,,"phone: +233 302 216 400, fax: +233 302 216 410, web: http://www.ghana.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"NEW ZEALAND, Auckland","Level 7 HSCB Tower, 186-194 Quay Street, Auckland, NEW ZEALAND",,,,,,,,,,,,,-36.8424654,174.7637113,,,,,,,"phone: +64 9 921 8800, fax: +64 9 921 8820, web: http://www.dfat.gov.au/missions/countries/nzau.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"INDONESIA, Bali","Jalan Tantular No 32, Renon, Denpasar, Bali, 80234, INDONESIA",,,,,,,,,,,,,-8.6701557,115.2283897,,,,,,,"phone: +62 361 241 118, fax: +62 361 221 195, web: http://www.bali.indonesia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"BRUNEI DARUSSALAM, Bandar Seri Begawan","Level 6, DAR Takaful IBB Utama, Jalan Pemancha, Bandar Seri Begawan BS8711, BRUNEI DARUSSALAM",,,,,,,,,,,,,4.8887267,114.9418335,,,,,,,"phone: +673 222 9435, fax: +673 222 1652, web: http://www.bruneidarussalam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CHINA, Beijing","21 Dongzhimenwai Dajie, Sanlitun, Beijing 10060, CHINA",,,,,,,,,,,,,39.941668,116.448167,,,,,,,"phone: +86 10 5140 4111, fax: +86 10 5140 4204, web: http://www.china.embassy.gov.au/"
,Overseas,All,,,Australian Embassy,Current,"GERMANY, Berlin","Wallstrasse 76-79, Berlin 10179, GERMANY",,,,,,,,,,,,,52.512286,13.4097328,,Full,,,,,"U M�rkisches Museum - phone: +49 30 880 088-0, fax: +49 30 880 088-238, web: http://www.germany.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CHINA, Guangzhou","Level 11 & 12, Development Centre, No. 3 Linjiang Road, Zhujiang New City, Guangzhou 510623, CHINA",,,,,,,,,,,,,23.1206008,113.3283946,,,,,,,"phone: +86 20 3814 0111, fax: +86 20 3814 0112, web: http://www.guangzhou.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"VIETNAM, Ho Chi Minh City","20th Floor, Vincom Centre, 47 Ly Tu Trong St, District 1, Ho Chi Minh City, VIETNAM",,,,,,,,,,,,,10.8230989,106.6296638,,,,,,,"phone: +84 8 3521 8100, fax: +84 8 3521 8101, web: http://www.hcmc.vietnam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"UK, London","Australia House, The Strand, London WC 2B 4LA, UNITED KINGDOM",,,,,,,,,,,,,51.5129156,-0.1156948,,,,,,,"phone: +44 20 7379 4334, fax: +44 20 7240 5333, web: http://www.uk.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"PHILIPPINES, Manila","Level 23 Tower 2, RCBC Plaza,, 6819 Ayala Avenue / Makati City, Manila, PHILIPPINES",,,,,,,,,,,,,14.5995124,120.9842195,,,,,,,"phone: +63 2 7578 100, fax: +63 2 7578 268, web: http://www.philippines.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, New York","150 East 42nd Street, 34th Floor, New York NY 10017-5612, USA",,,,,,,,,,,,,40.7510214,-73.9753715,,,,,,,"phone: +1 212 351 6500, fax: +1 212 351 6501, web: http://www.austrade.gov.au/Austrade-s-offices-in-the-United-States-of-America/default.aspx, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"FRANCE, Paris","4 Rue Jean Rey, Paris 75015 Cedex 15, FRANCE",,,,,,,,,,,,,48.8553125,2.2899172,,,,,,,"phone: +33 01 4059 3300, fax: +33 01 4059 3315, web: http://www.france.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CAMBODIA, Phnom Pehn","16B National Assembly St, Sangkat Tonle Bassac Khan Chamkamon, Phnom Pehn, CAMBODIA",,,,,,,,,,,,,11.5545192,104.935335,,,,,,,"phone: +855 23 213 470, fax: +855 23 213 413, web: http://www.cambodia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"PAPUA NEW GUINEA, Port Morseby","Godwit Road, Waigani NCD, Port Moresby, PAPUA NEW GUINEA",,,,,,,,,,,,,-9.436825,147.188838,,,,,,,
,Overseas,All,,,Australian High Commission,Current,"VANUATU, Port Vila","Winston Churchill Ave, Port Vila, VANUATU",,,,,,,,,,,,,-17.734818,168.3220289,,,,,,,"phone: +678 22777, fax: +678 23948, web: http://www.vanuatu.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, San Francisco","575 Market St, Suite 1800, San Francisco CA 94105, USA",,,,,,,,,,,,,37.7895556,-122.4003611,,,,,,,"phone: +1 415 644 3620, fax: +1 415 536 1982, web: http://www.dfat.gov.au/missions/countries/ussf.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Commerce and Industry,Current,"TAIWAN, Taipei","The President International Tower, 27-28th Floors No 9-11, Song Gao Road, Taipei, TAIWAN",,,,,,,,,,,,,25.091075,121.5598345,,,,,,,"phone: +886 2 8725 4100, fax: +886 2 8789 9599, web: http://www.australia.org.tw/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Antarctica,Current,Casey Station,"Casey Station, Antarctica",,,,,,,,,,,,,-66.283,110.517,,,,,,,Cold.
,Overseas,All,,,Australian High Commission,Current,Cook Islands,"Crown Beach Resort, Conference Room, Arorangi, Rarotonga",,,,,,,,,,,,,-21.22015858,-159.8296553,,,,,,,"phone: +682 73379, web: cookislands.highcommission.gov.au, exact latitude/longitude not provided by AEC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
