StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff,booth_info
,Overseas,All,,,Australian Embassy,Current,"ARGENTINA, Buenos Aires","Villanueva 1400, Buenos Aires,C1426BMJ, ARGENTINA",,,,,,,,,,,,,-34.5642525,-58.443625,,Unknown,,,,,"phone: +54 11 4779 3500, fax: +54 11 4779 3581, web: http://www.argentina.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"AUSTRIA, Vienna","Mattiellistrasse 2-4, Vienna A-1040, AUSTRIA",,,,,,,,,,,,,48.197699575993376, 16.371709898296874,,Unknown,,,,,"phone: +43 1 506 740, fax: +43 1 504 1178, web: http://www.austria.embassy.gov.au/vien/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"BANGLADESH, Dhaka","171 Gulshan North Avenue, Gulsha 2, Dhaka 1212, BANGLADESH",,,,,,,,,,,,,23.799805224519936, 90.41242886135255,,Unknown,,,,,"phone: +880 2 881 3101-5, fax: +880 2 881 1125, web: http://www.bangladesh.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BELGIUM, Brussels","Level 7, Avenue des Arts, Kunstlaan 56, Brussels 1000, BELGIUM",,,,,,,,,,,,,50.841096,4.366756,,Unknown,,,,,"phone: +32 2 286 0500, fax: +32 2 286 0576, web: http://www.belgium.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BRAZIL, Brasilia","Ses Quadra 801, Conjunto K, Lote 7, Brasilia DF 70200-010, BRAZIL",,,,,,,,,,,,,-15.8029734,-47.8769055,,Unknown,,,,,"phone: +55 61 3226 3111, fax: +55 61 3226 1112, web: http://www.brazil.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"BRAZIL, Sao Paulo","Alameda Santos, 700, 9th Floor Unit 92, Edifico Trianon Corporate, Cerqueira Cesar 01418-100, Sao Paulo BRAZIL",,,,,,,,,,,,,-23.5651575,-46.6542406,,Unknown,,,,,"phone: +55 11 2112 6200, fax: +55 11 3171 2889, web: http://www.dfat.gov.au/missions/countries/brsa.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"BRUNEI DARUSSALAM, Bandar Seri Begawan","Level 6, DAR Takaful IBB Utama, Jalan Pemancha, Bandar Seri Begawan BS8711, BRUNEI DARUSSALAM",,,,,,,,,,,,,4.8887267,114.9418335,,Unknown,,,,,"phone: +673 222 9435, fax: +673 222 1652, web: http://www.bruneidarussalam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CAMBODIA, Phnom Pehn","16B National Assembly St, Sangkat Tonle Bassac Khan Chamkamon, Phnom Pehn, CAMBODIA",,,,,,,,,,,,,11.5545192,104.935335,,Unknown,,,,,"phone: +855 23 213 470, fax: +855 23 213 413, web: http://www.cambodia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"CANADA, Ottawa","Suite 1301, 50 O'Connor Street, Ottawa Ontario K1P 6L2, CANADA",,,,,,,,,,,,,45.421196,-75.6987537,,Unknown,,,,,"phone: +1 613 236 0841, fax: +1 613 236 4376, web: http://www.canada.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CANADA, Toronto","Suite 1100 South Tower, 175 Bloor Street, East, Toronto Ontario M4W 3R8, CANADA",,,,,,,,,,,,,43.6709598,-79.3829059,,Unknown,,,,,"phone: +1 416 323 4280, fax: +1 416 323 4295, web: http://www.dfat.gov.au/missions/countries/cato.html, exact latitude/longitude not provided by AEC"
